Id,Id2,Geography,Total; Estimate; Population 5 years and over,Total; Estimate; Speak only English,Total; Margin of Error; Speak only English
0500000US51041,51041,"Chesterfield County, Virginia",300744,89.4,0.4
0500000US04015,4015,"Mohave County, Arizona",191165,89.1,0.6
0500000US37085,37085,"Harnett County, North Carolina",109352,89,0.7
0500000US32023,32023,"Nye County, Nevada",41433,88.7,1.2
0500000US51003,51003,"Albemarle County, Virginia",94995,88.7,0.7
0500000US27037,27037,"Dakota County, Minnesota",374908,88.6,0.4
0500000US34041,34041,"Warren County, New Jersey",102296,88.4,0.8
0500000US06017,6017,"El Dorado County, California",172000,87.5,0.7
0500000US12127,12127,"Volusia County, Florida",472134,87.3,0.4
0500000US36109,36109,"Tompkins County, New York",97885,85.3,0.9
0500000US28163,28163,"Yazoo County, Mississippi",26151,92.7,1.7
0500000US29009,29009,"Barry County, Missouri",33282,92,0.7
0500000US53041,53041,"Lewis County, Washington",70890,91.2,0.8
0500000US38007,38007,"Billings County, North Dakota",817,91.1,7.9
0500000US42087,42087,"Mifflin County, Pennsylvania",43817,90.8,1.5
0500000US29510,29510,"St. Louis city, Missouri",297679,90.4,0.6
0500000US02195,2195,"Petersburg Census Area, Alaska",3484,90.3,5.1
0500000US18003,18003,"Allen County, Indiana",331927,90.3,0.5
0500000US48433,48433,"Stonewall County, Texas",1291,89.6,5.1
0500000US51700,51700,"Newport News city, Virginia",167500,89.6,0.6
0500000US16075,16075,"Payette County, Idaho",20908,89,1.4
0500000US27139,27139,"Scott County, Minnesota",122334,88.2,0.7
0500000US39055,39055,"Geauga County, Ohio",88575,88.1,0.8
0500000US12069,12069,"Lake County, Florida",284898,87.5,0.5
0500000US49049,49049,"Utah County, Utah",471537,86.9,0.4
0500000US26161,26161,"Washtenaw County, Michigan",329661,85.8,0.4
0500000US40141,40141,"Tillman County, Oklahoma",7382,84.9,2.1
0500000US48151,48151,"Fisher County, Texas",3705,82.2,2.8
0500000US47177,47177,"Warren County, Tennessee",37348,92.1,0.5
0500000US29135,29135,"Moniteau County, Missouri",14634,91.8,1.2
0500000US13005,13005,"Bacon County, Georgia",10403,91.4,1.1
0500000US47033,47033,"Crockett County, Tennessee",13660,91,1
0500000US53049,53049,"Pacific County, Washington",19828,90.1,0.9
0500000US39169,39169,"Wayne County, Ohio",107073,89.7,0.7
0500000US08075,8075,"Logan County, Colorado",21464,89.5,2.6
0500000US31109,31109,"Lancaster County, Nebraska",269671,89.1,0.6
0500000US13097,13097,"Douglas County, Georgia",123960,88.1,0.8
0500000US48035,48035,"Bosque County, Texas",17135,86.5,1
0500000US12101,12101,"Pasco County, Florida",442891,86.1,0.5
0500000US42089,42089,"Monroe County, Pennsylvania",160701,86,0.9
0500000US08101,8101,"Pueblo County, Colorado",149752,85.4,0.9
0500000US22099,22099,"St. Martin Parish, Louisiana",48815,80.9,1.4
0500000US38051,38051,"McIntosh County, North Dakota",2641,80.3,2.3
0500000US37155,37155,"Robeson County, North Carolina",124389,91.2,0.4
0500000US37159,37159,"Rowan County, North Carolina",129667,91.2,0.4
0500000US45083,45083,"Spartanburg County, South Carolina",267870,90.6,0.6
0500000US12039,12039,"Gadsden County, Florida",43721,90.5,0.9
0500000US51760,51760,"Richmond city, Virginia",194637,90.2,0.4
0500000US27083,27083,"Lyon County, Minnesota",23866,89.8,0.6
0500000US55127,55127,"Walworth County, Wisconsin",96736,89,0.8
0500000US20185,20185,"Stafford County, Kansas",4137,88.7,1
0500000US25023,25023,"Plymouth County, Massachusetts",469607,88.5,0.4
0500000US55025,55025,"Dane County, Wisconsin",466434,88.4,0.3
0500000US13277,13277,"Tift County, Georgia",37660,88.3,0.9
0500000US34029,34029,"Ocean County, New Jersey",539711,87.9,0.4
0500000US37093,37093,"Hoke County, North Carolina",44102,87.3,1.2
0500000US32019,32019,"Lyon County, Nevada",48605,87.1,1
0500000US48231,48231,"Hunt County, Texas",80903,86.8,0.7
0500000US26125,26125,"Oakland County, Michigan",1145175,86,0.3
0500000US48091,48091,"Comal County, Texas",105841,82.9,1.1
0500000US48313,48313,"Madison County, Texas",12951,81.7,1.8
0500000US21041,21041,"Carroll County, Kentucky",10012,92.3,1.4
0500000US31097,31097,"Johnson County, Nebraska",4920,90.8,1.5
0500000US19167,19167,"Sioux County, Iowa",31453,90.5,0.6
0500000US34009,34009,"Cape May County, New Jersey",92139,90.3,0.9
0500000US19117,19117,"Lucas County, Iowa",8331,89.8,3.4
0500000US42091,42091,"Montgomery County, Pennsylvania",757832,87.5,0.3
0500000US44001,44001,"Bristol County, Rhode Island",47379,86.9,1.4
0500000US02220,2220,"Sitka City and Borough, Alaska",8316,86.7,2.5
0500000US19103,19103,"Johnson County, Iowa",125836,86.7,0.7
0500000US12121,12121,"Suwannee County, Florida",40255,91.9,0.8
0500000US20079,20079,"Harvey County, Kansas",32429,91,1.2
0500000US13115,13115,"Floyd County, Georgia",89851,90.3,0.5
0500000US08081,8081,"Moffat County, Colorado",12444,89.5,2.2
0500000US17037,17037,"DeKalb County, Illinois",98427,88.2,0.8
0500000US26163,26163,"Wayne County, Michigan",1686973,87.4,0.2
0500000US36055,36055,"Monroe County, New York",703619,87.4,0.3
0500000US24005,24005,"Baltimore County, Maryland",763373,86.9,0.3
0500000US48001,48001,"Anderson County, Texas",55153,86.9,0.8
0500000US48401,48401,"Rusk County, Texas",50078,86.8,0.6
0500000US08014,8014,"Broomfield County, Colorado",53326,86.2,1.3
0500000US48101,48101,"Cottle County, Texas",1456,86.2,5.6
0500000US13053,13053,"Chattahoochee County, Georgia",11012,86.1,2.1
0500000US48441,48441,"Taylor County, Texas",122768,85,0.9
0500000US20199,20199,"Wallace County, Kansas",1466,91.4,3.2
0500000US19039,19039,"Clarke County, Iowa",8582,91.2,1.9
0500000US21211,21211,"Shelby County, Kentucky",40050,91.1,0.9
0500000US37025,37025,"Cabarrus County, North Carolina",168755,89.4,0.5
0500000US13267,13267,"Tattnall County, Georgia",23792,88.7,0.9
0500000US41005,41005,"Clackamas County, Oregon",359470,88.2,0.5
0500000US51630,51630,"Fredericksburg city, Virginia",24095,88.2,1.8
0500000US40095,40095,"Marshall County, Oklahoma",14832,88.1,1.2
0500000US06015,6015,"Del Norte County, California",26537,84.7,1.8
0500000US48233,48233,"Hutchinson County, Texas",20443,84.4,1.4
0500000US11001,11001,"District of Columbia, District of Columbia",582879,84.2,0.3
0500000US17041,17041,"Douglas County, Illinois",18536,81,2.1
0500000US19063,19063,"Emmet County, Iowa",9563,92,1
0500000US31039,31039,"Cuming County, Nebraska",8577,91.4,2.1
0500000US51770,51770,"Roanoke city, Virginia",90288,91.2,0.9
0500000US46099,46099,"Minnehaha County, South Dakota",159913,90.1,0.6
0500000US42029,42029,"Chester County, Pennsylvania",472720,88.2,0.3
0500000US37177,37177,"Tyrrell County, North Carolina",4136,88,4.5
0500000US39049,39049,"Franklin County, Ohio",1097094,87.9,0.3
0500000US53073,53073,"Whatcom County, Washington",191873,87.5,0.7
0500000US06049,6049,"Modoc County, California",8969,87.2,2.8
0500000US33011,33011,"Hillsborough County, New Hampshire",378708,87.1,0.5
0500000US08089,8089,"Otero County, Colorado",17641,81.5,2
0500000US35007,35007,"Colfax County, New Mexico",12799,78.5,2.3
0500000US48447,48447,"Throckmorton County, Texas",1537,93,3.2
0500000US37171,37171,"Surry County, North Carolina",69195,90.5,0.6
0500000US37151,37151,"Randolph County, North Carolina",133213,89.4,0.5
0500000US26081,26081,"Kent County, Michigan",565758,88.7,0.3
0500000US17161,17161,"Rock Island County, Illinois",137989,88.5,0.6
0500000US26127,26127,"Oceana County, Michigan",24744,88.5,0.9
0500000US13057,13057,"Cherokee County, Georgia",203011,87.6,0.9
0500000US09015,9015,"Windham County, Connecticut",111835,87.2,0.5
0500000US41053,41053,"Polk County, Oregon",71242,87.2,0.9
0500000US12115,12115,"Sarasota County, Florida",368321,87,0.6
0500000US12031,12031,"Duval County, Florida",812668,86.8,0.3
0500000US49005,49005,"Cache County, Utah",102994,86.2,0.6
0500000US53057,53057,"Skagit County, Washington",110111,85.8,1
0500000US18089,18089,"Lake County, Indiana",461704,85.5,0.5
0500000US10003,10003,"New Castle County, Delaware",509327,85.4,0.4
0500000US48075,48075,"Childress County, Texas",6698,84.7,3.9
0500000US48395,48395,"Robertson County, Texas",15424,84.7,2
0500000US35019,35019,"Guadalupe County, New Mexico",4386,46.7,6.3
0500000US47041,47041,"DeKalb County, Tennessee",17739,93.3,1.3
0500000US13037,13037,"Calhoun County, Georgia",6272,91.5,4.6
0500000US48203,48203,"Harrison County, Texas",61904,90.1,0.9
0500000US08103,8103,"Rio Blanco County, Colorado",6300,90,2.3
0500000US08043,8043,"Fremont County, Colorado",44803,89,1.1
0500000US36123,36123,"Yates County, New York",23770,88.9,1.8
0500000US48197,48197,"Hardeman County, Texas",3833,88.7,2.7
0500000US45045,45045,"Greenville County, South Carolina",428790,88.6,0.3
0500000US26065,26065,"Ingham County, Michigan",265466,88.2,0.4
0500000US18113,18113,"Noble County, Indiana",44287,88,1.2
0500000US13013,13013,"Barrow County, Georgia",64676,87.8,1
0500000US20009,20009,"Barton County, Kansas",25684,86.8,0.8
0500000US48497,48497,"Wise County, Texas",55984,86.5,0.9
0500000US36057,36057,"Montgomery County, New York",47004,86.3,1.1
0500000US48285,48285,"Lavaca County, Texas",18141,81.9,1.4
0500000US30107,30107,"Wheatland County, Montana",2008,81.5,9.7
0500000US20129,20129,"Morton County, Kansas",2991,81.2,4.1
0500000US35021,35021,"Harding County, New Mexico",661,74.3,5.5
0500000US40047,40047,"Garfield County, Oklahoma",56451,89.3,1
0500000US27109,27109,"Olmsted County, Minnesota",135340,87.4,0.7
0500000US08085,8085,"Montrose County, Colorado",38555,86.7,1.5
0500000US48373,48373,"Polk County, Texas",43050,86.7,0.8
0500000US06061,6061,"Placer County, California",335197,85,0.6
0500000US36027,36027,"Dutchess County, New York",282578,84.7,0.5
0500000US48471,48471,"Walker County, Texas",65024,84.3,0.8
0500000US48027,48027,"Bell County, Texas",287564,82.6,0.6
0500000US06035,6035,"Lassen County, California",32500,82.3,1.2
0500000US22039,22039,"Evangeline Parish, Louisiana",31309,78.7,2
0500000US29225,29225,"Webster County, Missouri",33760,92.6,2.3
0500000US19179,19179,"Wapello County, Iowa",33232,89.5,0.7
0500000US32001,32001,"Churchill County, Nevada",22934,88.6,1.7
0500000US36065,36065,"Oneida County, New York",220866,88.1,0.5
0500000US48161,48161,"Freestone County, Texas",18456,87.9,1.5
0500000US17201,17201,"Winnebago County, Illinois",274165,87.6,0.4
0500000US37179,37179,"Union County, North Carolina",191330,87,0.6
0500000US48399,48399,"Runnels County, Texas",9799,86.9,2.4
0500000US12103,12103,"Pinellas County, Florida",877606,86.8,0.3
0500000US19139,19139,"Muscatine County, Iowa",39810,85.6,1.1
0500000US48251,48251,"Johnson County, Texas",141870,85.1,0.7
0500000US36105,36105,"Sullivan County, New York",72730,84.9,0.9
0500000US48331,48331,"Milam County, Texas",22847,84.9,2
0500000US40065,40065,"Jackson County, Oklahoma",24181,84.5,1.3
0500000US20069,20069,"Gray County, Kansas",5518,84.4,1.9
0500000US48303,48303,"Lubbock County, Texas",262584,78.2,0.6
0500000US31051,31051,"Dixon County, Nebraska",5570,91.5,1.1
0500000US13131,13131,"Grady County, Georgia",23572,91.4,0.9
0500000US13279,13279,"Toombs County, Georgia",25036,90,1.4
0500000US10005,10005,"Sussex County, Delaware",189176,89.9,0.6
0500000US31053,31053,"Dodge County, Nebraska",34299,89.7,0.7
0500000US37035,37035,"Catawba County, North Carolina",145077,89.1,0.5
0500000US19101,19101,"Jefferson County, Iowa",16087,88.9,1.9
0500000US21067,21067,"Fayette County, Kentucky",281678,88.1,0.4
0500000US29119,29119,"McDonald County, Missouri",21183,86.9,0.9
0500000US31141,31141,"Platte County, Nebraska",29986,85.8,1
0500000US48125,48125,"Dickens County, Texas",2236,85.6,3.6
0500000US02282,2282,"Yakutat City and Borough, Alaska",578,80.4,9
0500000US21239,21239,"Woodford County, Kentucky",23667,91.5,1.1
0500000US06091,6091,"Sierra County, California",3015,90.6,3
0500000US17187,17187,"Warren County, Illinois",16730,90,1.2
0500000US21227,21227,"Warren County, Kentucky",108139,90,0.7
0500000US05011,5011,"Bradley County, Arkansas",10642,89.8,1.5
0500000US47063,47063,"Hamblen County, Tennessee",58852,89.6,0.6
0500000US24045,24045,"Wicomico County, Maryland",93480,89.3,0.9
0500000US48333,48333,"Mills County, Texas",4652,88.5,2.5
0500000US05061,5061,"Howard County, Arkansas",12799,87.6,2.5
0500000US13109,13109,"Evans County, Georgia",10077,87.5,0.9
0500000US20173,20173,"Sedgwick County, Kansas",461842,86.4,0.4
0500000US40039,40039,"Custer County, Oklahoma",26027,86.4,1.6
0500000US06033,6033,"Lake County, California",60717,85.8,1.1
0500000US19051,19051,"Davis County, Iowa",8013,85.6,3.7
0500000US48281,48281,"Lampasas County, Texas",18695,85.2,1.8
0500000US49051,49051,"Wasatch County, Utah",22224,85,1.6
0500000US32007,32007,"Elko County, Nevada",46057,83.8,1.3
0500000US04011,4011,"Greenlee County, Arizona",7996,75.7,3
0500000US05057,5057,"Hempstead County, Arkansas",20810,89.7,1.1
0500000US37195,37195,"Wilson County, North Carolina",76011,89.3,0.7
0500000US37191,37191,"Wayne County, North Carolina",114787,89.1,0.5
0500000US40143,40143,"Tulsa County, Oklahoma",564338,87.8,0.3
0500000US31119,31119,"Madison County, Nebraska",32335,87.7,0.8
0500000US49043,49043,"Summit County, Utah",34795,87.2,1.2
0500000US48485,48485,"Wichita County, Texas",122513,87.1,0.7
0500000US06007,6007,"Butte County, California",208297,86.4,0.5
0500000US48097,48097,"Cooke County, Texas",35881,85.3,1.2
0500000US08055,8055,"Huerfano County, Colorado",6415,85.1,3.5
0500000US48397,48397,"Rockwall County, Texas",75498,84.3,1.1
0500000US48007,48007,"Aransas County, Texas",22396,83.4,2.1
0500000US48265,48265,"Kerr County, Texas",47163,82.1,1.4
0500000US48307,48307,"McCulloch County, Texas",7785,80.7,2.3
0500000US01049,1049,"DeKalb County, Alabama",66354,88.8,0.8
0500000US13247,13247,"Rockdale County, Georgia",80035,88.7,0.9
0500000US37001,37001,"Alamance County, North Carolina",143110,88.2,0.5
0500000US49057,49057,"Weber County, Utah",213505,86.8,0.6
0500000US05015,5015,"Carroll County, Arkansas",25949,86.4,1
0500000US51540,51540,"Charlottesville city, Virginia",41317,86.1,1.3
0500000US51087,51087,"Henrico County, Virginia",291042,85.8,0.6
0500000US06027,6027,"Inyo County, California",17387,85.1,1.6
0500000US42071,42071,"Lancaster County, Pennsylvania",488023,84.4,0.5
0500000US35043,35043,"Sandoval County, New Mexico",124803,71.1,1
0500000US35045,35045,"San Juan County, New Mexico",118175,66.5,1.2
0500000US31029,31029,"Chase County, Nebraska",3670,90.4,3.4
0500000US48289,48289,"Leon County, Texas",15734,90,1.5
0500000US51001,51001,"Accomack County, Virginia",31271,89.9,0.9
0500000US19153,19153,"Polk County, Iowa",405669,87.5,0.5
0500000US12061,12061,"Indian River County, Florida",132953,85.7,0.6
0500000US18157,18157,"Tippecanoe County, Indiana",164617,85.6,0.6
0500000US08013,8013,"Boulder County, Colorado",284837,83.5,0.6
0500000US36079,36079,"Putnam County, New York",94964,81.5,1.1
0500000US15001,15001,"Hawaii County, Hawaii",175188,81.3,1.2
0500000US40057,40057,"Harmon County, Oklahoma",2673,79,2.9
0500000US48089,48089,"Colorado County, Texas",19571,78.4,2.3
0500000US35011,35011,"De Baca County, New Mexico",1913,70.8,7.8
0500000US13123,13123,"Gilmer County, Georgia",26713,91,0.8
0500000US49027,49027,"Millard County, Utah",11448,88.2,1.1
0500000US27099,27099,"Mower County, Minnesota",36399,87.5,1.1
0500000US37081,37081,"Guilford County, North Carolina",464447,87.5,0.4
0500000US26099,26099,"Macomb County, Michigan",797570,86.4,0.4
0500000US16087,16087,"Washington County, Idaho",9576,85.9,1.9
0500000US17111,17111,"McHenry County, Illinois",289222,85.7,0.5
0500000US53053,53053,"Pierce County, Washington",749266,85.3,0.3
0500000US20119,20119,"Meade County, Kansas",4150,84.1,2.9
0500000US48291,48291,"Liberty County, Texas",70791,83.4,0.8
0500000US17093,17093,"Kendall County, Illinois",106767,82.7,1.2
0500000US48239,48239,"Jackson County, Texas",13146,79.1,2
0500000US37089,37089,"Henderson County, North Carolina",101843,89.4,0.7
0500000US40073,40073,"Kingfisher County, Oklahoma",14022,87,0.4
0500000US48051,48051,"Burleson County, Texas",16194,85.2,2.2
0500000US48175,48175,"Goliad County, Texas",6847,79.9,2.4
0500000US48353,48353,"Nolan County, Texas",14004,77.9,2.2
0500000US08003,8003,"Alamosa County, Colorado",14767,77.4,3.1
0500000US02240,2240,"Southeast Fairbanks Census Area, Alaska",6553,76.6,4
0500000US35017,35017,"Grant County, New Mexico",27780,68.2,1.9
0500000US18097,18097,"Marion County, Indiana",843399,87.6,0.2
0500000US53011,53011,"Clark County, Washington",403416,86,0.6
0500000US16083,16083,"Twin Falls County, Idaho",71806,85.6,1
0500000US37135,37135,"Orange County, North Carolina",129155,84.1,0.7
0500000US41031,41031,"Jefferson County, Oregon",19933,82.4,1.9
0500000US35055,35055,"Taos County, New Mexico",31162,56.8,2.6
0500000US09011,9011,"New London County, Connecticut",259507,86.1,0.5
0500000US45013,45013,"Beaufort County, South Carolina",154765,86.1,0.5
0500000US56039,56039,"Teton County, Wyoming",20311,84.9,2.3
0500000US08063,8063,"Kit Carson County, Colorado",7679,84.8,2
0500000US13121,13121,"Fulton County, Georgia",885052,83.3,0.3
0500000US02020,2020,"Anchorage Municipality, Alaska",273105,82.7,0.6
0500000US04021,4021,"Pinal County, Arizona",351135,78.1,0.7
0500000US51610,51610,"Falls Church city, Virginia",11883,76.6,3.1
0500000US48469,48469,"Victoria County, Texas",81524,75.2,1.3
0500000US48053,48053,"Burnet County, Texas",40814,85.6,1.5
0500000US12117,12117,"Seminole County, Florida",404260,81.2,0.5
0500000US08021,8021,"Conejos County, Colorado",7662,65.5,2.5
0500000US37037,37037,"Chatham County, North Carolina",61194,85.1,1.1
0500000US48223,48223,"Hopkins County, Texas",32782,84.8,0.9
0500000US17019,17019,"Champaign County, Illinois",190929,84.1,0.5
0500000US37183,37183,"Wake County, North Carolina",863927,83.4,0.3
0500000US48149,48149,"Fayette County, Texas",23368,81.9,1.9
0500000US48187,48187,"Guadalupe County, Texas",126728,75.9,0.8
0500000US08105,8105,"Rio Grande County, Colorado",11145,75,3.2
0500000US30051,30051,"Liberty County, Montana",2258,74.6,5.7
0500000US02188,2188,"Northwest Arctic Borough, Alaska",6760,66.1,2.1
0500000US35039,35039,"Rio Arriba County, New Mexico",37458,37.4,1.9
0500000US28123,28123,"Scott County, Mississippi",25974,90.8,0.8
0500000US40011,40011,"Blaine County, Oklahoma",9445,89.2,1.8
0500000US16043,16043,"Fremont County, Idaho",12035,87.9,0.9
0500000US18023,18023,"Clinton County, Indiana",30768,87.5,0.9
0500000US13059,13059,"Clarke County, Georgia",111819,86.5,0.7
0500000US48487,48487,"Wilbarger County, Texas",12443,85.3,2.2
0500000US48217,48217,"Hill County, Texas",32810,84.1,0.7
0500000US48167,48167,"Galveston County, Texas",276681,80.7,0.6
0500000US48491,48491,"Williamson County, Texas",407945,79.3,0.6
0500000US35015,35015,"Eddy County, New Mexico",50462,69.2,1.8
0500000US47003,47003,"Bedford County, Tennessee",42052,88.4,1
0500000US31055,31055,"Douglas County, Nebraska",484330,86.1,0.4
0500000US41071,41071,"Yamhill County, Oregon",93645,86,0.9
0500000US48235,48235,"Irion County, Texas",1519,84.8,4.5
0500000US16027,16027,"Canyon County, Idaho",175509,81.9,0.9
0500000US04009,4009,"Graham County, Arizona",34087,79.9,1.5
0500000US37101,37101,"Johnston County, North Carolina",159865,87.9,0.5
0500000US13137,13137,"Habersham County, Georgia",40558,86.2,1.1
0500000US42011,42011,"Berks County, Pennsylvania",387227,83.3,0.4
0500000US48423,48423,"Smith County, Texas",197259,83.1,0.6
0500000US35023,35023,"Hidalgo County, New Mexico",4500,62.9,3.3
0500000US48043,48043,"Brewster County, Texas",8722,61,3.2
0500000US12085,12085,"Martin County, Florida",141550,85.5,0.7
0500000US19193,19193,"Woodbury County, Iowa",94398,85.3,0.6
0500000US16011,16011,"Bingham County, Idaho",41316,84,1
0500000US48425,48425,"Somervell County, Texas",8048,83.6,1.5
0500000US34025,34025,"Monmouth County, New Jersey",595938,82.9,0.4
0500000US06079,6079,"San Luis Obispo County, California",258631,82,0.6
0500000US25021,25021,"Norfolk County, Massachusetts",639799,81,0.4
0500000US48493,48493,"Wilson County, Texas",41189,76.6,1.7
0500000US35057,35057,"Torrance County, New Mexico",15336,73.8,2.1
0500000US45053,45053,"Jasper County, South Carolina",23581,87.2,0.9
0500000US48159,48159,"Franklin County, Texas",9952,87,1.4
0500000US48503,48503,"Young County, Texas",17158,86.7,1.5
0500000US37067,37067,"Forsyth County, North Carolina",330922,85.9,0.4
0500000US16039,16039,"Elmore County, Idaho",24210,84.9,1.8
0500000US48005,48005,"Angelina County, Texas",80718,82.6,0.9
0500000US48143,48143,"Erath County, Texas",36260,82,1.2
0500000US32015,32015,"Lander County, Nevada",5409,80.4,5.1
0500000US35027,35027,"Lincoln County, New Mexico",19371,77.4,1.8
0500000US48209,48209,"Hays County, Texas",153355,77,1.2
0500000US48443,48443,"Terrell County, Texas",802,50.7,9.1
0500000US13213,13213,"Murray County, Georgia",36867,86.9,1
0500000US08117,8117,"Summit County, Colorado",26601,84.8,1.6
0500000US48257,48257,"Kaufman County, Texas",97559,84.5,0.8
0500000US48183,48183,"Gregg County, Texas",112983,84.1,0.7
0500000US55079,55079,"Milwaukee County, Wisconsin",881215,83.9,0.2
0500000US27053,27053,"Hennepin County, Minnesota",1093379,83.3,0.3
0500000US48451,48451,"Tom Green County, Texas",104228,76,1.1
0500000US02180,2180,"Nome Census Area, Alaska",8588,71.3,1.8
0500000US51640,51640,"Galax city, Virginia",6542,90.9,4.1
0500000US02230,2230,"Skagway Municipality, Alaska",966,87.8,10.7
0500000US05131,5131,"Sebastian County, Arkansas",117556,85.5,0.7
0500000US05007,5007,"Benton County, Arkansas",209849,84.5,0.6
0500000US48145,48145,"Falls County, Texas",16656,83,1.7
0500000US13117,13117,"Forsyth County, Georgia",169671,81.9,0.7
0500000US08123,8123,"Weld County, Colorado",238870,81.5,0.7
0500000US06103,6103,"Tehama County, California",58972,81.2,1.2
0500000US48237,48237,"Jack County, Texas",8581,88.1,2.1
0500000US12081,12081,"Manatee County, Florida",311474,83.5,0.7
0500000US48185,48185,"Grimes County, Texas",25127,82.6,1.4
0500000US48259,48259,"Kendall County, Texas",33151,82.4,1.7
0500000US48179,48179,"Gray County, Texas",21134,80.9,1.7
0500000US08073,8073,"Lincoln County, Colorado",5184,89.1,2.4
0500000US12067,12067,"Lafayette County, Florida",8251,87.5,2.7
0500000US25019,25019,"Nantucket County, Massachusetts",9539,87,3.1
0500000US48031,48031,"Blanco County, Texas",10033,84.2,1.6
0500000US18001,18001,"Adams County, Indiana",31244,83.2,2.9
0500000US48139,48139,"Ellis County, Texas",141306,81.1,0.8
0500000US48363,48363,"Palo Pinto County, Texas",26098,87.1,1.5
0500000US18017,18017,"Cass County, Indiana",36207,86.6,1
0500000US48419,48419,"Shelby County, Texas",23780,84.6,1.6
0500000US48347,48347,"Nacogdoches County, Texas",60561,83.8,0.9
0500000US25027,25027,"Worcester County, Massachusetts",756618,81.8,0.3
0500000US48015,48015,"Austin County, Texas",26734,80.3,1.9
0500000US17197,17197,"Will County, Illinois",633272,80.1,0.5
0500000US49037,49037,"San Juan County, Utah",13553,55,1.9
0500000US08025,8025,"Crowley County, Colorado",5439,85.3,2.7
0500000US47037,47037,"Davidson County, Tennessee",593424,84.5,0.4
0500000US16025,16025,"Camas County, Idaho",1194,83.2,8.3
0500000US48429,48429,"Stephens County, Texas",8891,84.4,2.4
0500000US48071,48071,"Chambers County, Texas",33086,82.2,1.6
0500000US49035,49035,"Salt Lake County, Utah",958918,80.3,0.3
0500000US48411,48411,"San Saba County, Texas",5708,78.4,2.7
0500000US13233,13233,"Polk County, Georgia",38217,86.9,0.9
0500000US41065,41065,"Wasco County, Oregon",23708,84.7,1.3
0500000US12035,12035,"Flagler County, Florida",92750,84.5,1.2
0500000US48073,48073,"Cherokee County, Texas",47329,82.5,1.1
0500000US08011,8011,"Bent County, Colorado",5873,82.2,2.8
0500000US13067,13067,"Cobb County, Georgia",651092,79.7,0.4
0500000US48267,48267,"Kimble County, Texas",4397,79,3.2
0500000US24027,24027,"Howard County, Maryland",276070,77.5,0.6
0500000US48039,48039,"Brazoria County, Texas",295003,74.2,0.8
0500000US37079,37079,"Greene County, North Carolina",20041,84.7,1.3
0500000US40109,40109,"Oklahoma County, Oklahoma",675100,83.8,0.3
0500000US22051,22051,"Jefferson Parish, Louisiana",405446,83.2,0.4
0500000US12105,12105,"Polk County, Florida",571980,80.8,0.4
0500000US09009,9009,"New Haven County, Connecticut",815148,78.6,0.4
0500000US48391,48391,"Refugio County, Texas",6893,72.5,2.6
0500000US51159,51159,"Richmond County, Virginia",8823,90.5,3.6
0500000US01095,1095,"Marshall County, Alabama",87121,88.5,0.7
0500000US45081,45081,"Saluda County, South Carolina",18559,86.6,0.9
0500000US32009,32009,"Esmeralda County, Nevada",948,84.7,7.4
0500000US15007,15007,"Kauai County, Hawaii",63474,79.1,1.6
0500000US35041,35041,"Roosevelt County, New Mexico",18470,74.6,2.2
0500000US46005,46005,"Beadle County, South Dakota",16345,86.1,1.5
0500000US53005,53005,"Benton County, Washington",165755,82,0.8
0500000US53061,53061,"Snohomish County, Washington",677450,81.3,0.5
0500000US17007,17007,"Boone County, Illinois",50511,81,1.5
0500000US48253,48253,"Jones County, Texas",19203,80.7,1.7
0500000US48025,48025,"Bee County, Texas",30400,63.5,1.7
0500000US02270,2270,"Wade Hampton Census Area, Alaska",6701,50,2
0500000US37123,37123,"Montgomery County, North Carolina",26020,84,0.9
0500000US53047,53047,"Okanogan County, Washington",38355,82.9,1
0500000US48287,48287,"Lee County, Texas",15597,81.6,2.5
0500000US34007,34007,"Camden County, New Jersey",480328,80.1,0.4
0500000US16013,16013,"Blaine County, Idaho",19942,79.5,1.4
0500000US25005,25005,"Bristol County, Massachusetts",519447,79.4,0.6
0500000US48171,48171,"Gillespie County, Texas",23777,78.5,1.6
0500000US04005,4005,"Coconino County, Arizona",126061,76.5,0.8
0500000US48335,48335,"Mitchell County, Texas",8850,73.4,3.1
0500000US37119,37119,"Mecklenburg County, North Carolina",877662,81.8,0.3
0500000US48205,48205,"Hartley County, Texas",5752,81.6,3.1
0500000US48309,48309,"McLennan County, Texas",220367,80.7,0.7
0500000US48093,48093,"Comanche County, Texas",12934,78.6,1.4
0500000US48297,48297,"Live Oak County, Texas",11042,71.6,2.1
0500000US35059,35059,"Union County, New Mexico",4257,71.2,3.7
0500000US16081,16081,"Teton County, Idaho",9232,83.9,2.8
0500000US20111,20111,"Lyon County, Kansas",31391,82.9,1.2
0500000US12055,12055,"Highlands County, Florida",93359,81.1,0.9
0500000US48339,48339,"Montgomery County, Texas",438207,80.8,0.5
0500000US32510,32510,"Carson City, Nevada",51733,80.6,1.2
0500000US48245,48245,"Jefferson County, Texas",234832,80,0.7
0500000US48191,48191,"Hall County, Texas",3095,78.4,5.2
0500000US04019,4019,"Pima County, Arizona",925414,71.5,0.4
0500000US51013,51013,"Arlington County, Virginia",202409,71,0.7
0500000US13129,13129,"Gordon County, Georgia",51469,85.4,0.9
0500000US19115,19115,"Louisa County, Iowa",10721,85,1.1
0500000US18039,18039,"Elkhart County, Indiana",183005,81.9,0.7
